time	sig 0	sig 1
 45.453	 -0.095	 -0.055
 45.461	 -0.095	 -0.055
 45.469	 -0.115	 -0.085
 45.477	 -0.065	 -0.095
 45.484	 -0.075	 -0.105
 45.492	 -0.095	 -0.145
 45.500	 -0.095	 -0.145
 45.508	 -0.135	 -0.155
 45.516	 -0.145	 -0.145
 45.523	 -0.145	 -0.135
 45.531	 -0.155	 -0.115
 45.539	 -0.135	 -0.095
 45.547	 -0.115	 -0.045
 45.555	 -0.105	 -0.025
 45.562	 -0.095	 -0.025
 45.570	 -0.135	  0.005
 45.578	 -0.135	  0.025
 45.586	 -0.115	  0.045
 45.594	 -0.155	  0.005
 45.602	 -0.145	  0.045
 45.609	 -0.135	  0.035
 45.617	 -0.145	  0.025
 45.625	 -0.135	  0.025
 45.633	 -0.135	  0.035
 45.641	 -0.085	  0.035
 45.648	 -0.135	  0.025
 45.656	 -0.125	  0.005
 45.664	 -0.145	  0.035
 45.672	 -0.095	  0.035
 45.680	 -0.095	  0.025
 45.688	 -0.145	  0.025
 45.695	 -0.095	  0.035
 45.703	 -0.145	  0.005
 45.711	 -0.155	  0.015
 45.719	 -0.105	  0.025
 45.727	 -0.085	  0.025
 45.734	 -0.115	  0.015
 45.742	 -0.155	 -0.005
 45.750	 -0.145	 -0.005
 45.758	 -0.135	  0.015
 45.766	 -0.145	  0.015
 45.773	 -0.105	  0.015
 45.781	 -0.065	  0.045
 45.789	 -0.085	  0.055
 45.797	 -0.095	  0.075
 45.805	  0.005	  0.085
 45.812	  0.005	  0.025
 45.820	  0.025	 -0.015
 45.828	 -0.025	 -0.025
 45.836	 -0.045	 -0.015
 45.844	 -0.075	 -0.025
 45.852	 -0.085	  0.015
 45.859	 -0.115	  0.015
 45.867	 -0.145	  0.035
 45.875	 -0.185	 -0.005
 45.883	 -0.155	 -0.015
 45.891	 -0.195	 -0.005
 45.898	 -0.145	  0.025
 45.906	 -0.145	  0.025
 45.914	 -0.135	  0.005
 45.922	 -0.235	  0.175
 45.930	 -0.715	  0.155
 45.938	 -0.505	 -0.185
 45.945	  0.905	 -0.645
 45.953	  2.435	 -0.225
 45.961	  2.735	  0.315
 45.969	  2.365	  0.695
 45.977	  0.925	 -0.555
 45.984	 -0.175	 -0.685
 45.992	 -0.305	 -0.195
 46.000	 -0.235	  0.015
 46.008	 -0.265	 -0.005
 46.016	 -0.325	 -0.025
 46.023	 -0.295	 -0.015
 46.031	 -0.295	 -0.025
 46.039	 -0.285	 -0.035
 46.047	 -0.275	 -0.035
 46.055	 -0.265	 -0.065
 46.062	 -0.275	 -0.045
 46.070	 -0.245	 -0.035
 46.078	 -0.225	 -0.075
 46.086	 -0.205	 -0.095
 46.094	 -0.205	 -0.125
 46.102	 -0.135	 -0.095
 46.109	 -0.105	 -0.095
 46.117	 -0.055	 -0.135
 46.125	 -0.115	 -0.125
 46.133	 -0.065	 -0.215
 46.141	 -0.075	 -0.205
 46.148	 -0.075	 -0.245
 46.156	 -0.135	 -0.255
 46.164	 -0.045	 -0.245
 46.172	 -0.085	 -0.235
 46.180	 -0.105	 -0.265
 46.188	 -0.155	 -0.255
 46.195	 -0.095	 -0.185
 46.203	 -0.115	 -0.155
 46.211	 -0.105	 -0.115
 46.219	 -0.105	 -0.075
 46.227	 -0.075	 -0.045
 46.234	 -0.075	  0.015
 46.242	 -0.115	  0.025
 46.250	 -0.125	  0.035
 46.258	 -0.135	  0.025
 46.266	 -0.125	  0.045
 46.273	 -0.115	  0.055
 46.281	 -0.135	  0.025
 46.289	 -0.155	  0.045
 46.297	 -0.145	  0.015
 46.305	 -0.075	  0.035
 46.312	 -0.115	  0.045
 46.320	 -0.145	  0.025
 46.328	 -0.125	  0.015
 46.336	 -0.055	  0.035
 46.344	 -0.115	  0.015
 46.352	 -0.085	  0.045
 46.359	 -0.085	  0.035
 46.367	 -0.135	  0.035
 46.375	 -0.095	  0.005
 46.383	 -0.115	  0.015
 46.391	 -0.125	  0.025
 46.398	 -0.085	  0.015
 46.406	 -0.125	  0.045
 46.414	 -0.105	  0.005
 46.422	 -0.115	  0.005
 46.430	 -0.125	  0.025
 46.438	 -0.105	  0.025
 46.445	 -0.135	  0.015
 46.453	 -0.155	  0.015
 46.461	 -0.015	  0.045
 46.469	 -0.085	  0.065
 46.477	 -0.015	  0.045
 46.484	  0.045	  0.055
 46.492	  0.095	 -0.005
 46.500	 -0.015	 -0.045
 46.508	 -0.055	 -0.035
 46.516	 -0.045	 -0.005
 46.523	 -0.085	  0.015
 46.531	 -0.125	 -0.005
 46.539	 -0.095	 -0.015
 46.547	 -0.185	 -0.015
 46.555	 -0.145	 -0.025
 46.562	 -0.165	 -0.035
 46.570	 -0.205	 -0.005
 46.578	 -0.095	 -0.015
 46.586	 -0.095	 -0.005
 46.594	 -0.295	  0.125
 46.602	 -0.735	  0.095
 46.609	 -0.295	 -0.225
 46.617	  1.165	 -0.625
 46.625	  2.555	 -0.135
 46.633	  2.705	  0.465
 46.641	  2.405	  0.795
 46.648	  0.755	 -0.505
 46.656	 -0.295	 -0.715
 46.664	 -0.305	 -0.245
 46.672	 -0.255	 -0.045
 46.680	 -0.315	 -0.065
 46.688	 -0.305	 -0.075
 46.695	 -0.315	 -0.065
 46.703	 -0.305	 -0.065
 46.711	 -0.295	 -0.065
 46.719	 -0.285	 -0.095
 46.727	 -0.215	 -0.085
 46.734	 -0.235	 -0.065
 46.742	 -0.255	 -0.115
 46.750	 -0.235	 -0.135
 46.758	 -0.195	 -0.145
 46.766	 -0.165	 -0.125
 46.773	 -0.215	 -0.155
 46.781	 -0.175	 -0.185
 46.789	 -0.085	 -0.245
 46.797	 -0.095	 -0.245
 46.805	 -0.135	 -0.265
 46.812	 -0.105	 -0.285
 46.820	 -0.105	 -0.305
 46.828	 -0.085	 -0.315
 46.836	 -0.085	 -0.295
 46.844	 -0.155	 -0.325
 46.852	 -0.135	 -0.305
 46.859	 -0.135	 -0.255
 46.867	 -0.115	 -0.195
 46.875	 -0.095	 -0.205
 46.883	 -0.105	 -0.155
 46.891	 -0.115	 -0.085
 46.898	 -0.105	 -0.065
 46.906	 -0.095	 -0.055
 46.914	 -0.085	 -0.015
 46.922	 -0.105	  0.015
 46.930	 -0.175	 -0.005
 46.938	 -0.195	 -0.005
 46.945	 -0.145	  0.015
 46.953	 -0.125	 -0.025
 46.961	 -0.115	 -0.015
 46.969	 -0.125	 -0.015
 46.977	 -0.145	 -0.035
 46.984	 -0.135	 -0.015
 46.992	 -0.115	 -0.015
 47.000	 -0.135	 -0.045
 47.008	 -0.115	  0.005
 47.016	 -0.125	 -0.015
 47.023	 -0.125	 -0.045
 47.031	 -0.185	 -0.055
 47.039	 -0.115	 -0.035
 47.047	 -0.095	 -0.025
 47.055	 -0.115	 -0.035
 47.062	 -0.135	 -0.045
 47.070	 -0.165	 -0.025
 47.078	 -0.145	 -0.005
 47.086	 -0.155	 -0.025
 47.094	 -0.135	 -0.035
 47.102	 -0.155	 -0.045
 47.109	 -0.175	 -0.025
 47.117	 -0.115	 -0.005
 47.125	 -0.115	  0.005
 47.133	 -0.075	  0.005
 47.141	 -0.085	  0.045
 47.148	 -0.055	  0.045
 47.156	  0.055	 -0.025
 47.164	 -0.025	 -0.045
 47.172	 -0.065	 -0.085
 47.180	 -0.085	 -0.055
 47.188	 -0.055	 -0.035
 47.195	 -0.105	 -0.035
 47.203	 -0.125	 -0.045
 47.211	 -0.175	 -0.075
 47.219	 -0.175	 -0.065
 47.227	 -0.215	 -0.055
 47.234	 -0.195	 -0.055
 47.242	 -0.205	 -0.055
 47.250	 -0.165	 -0.055
 47.258	 -0.175	  0.045
 47.266	 -0.725	  0.165
 47.273	 -0.365	 -0.135
 47.281	  1.055	 -0.505
 47.289	  2.535	 -0.225
 47.297	  2.845	  0.155
 47.305	  2.525	  0.475
 47.312	  0.885	 -0.625
 47.320	 -0.325	 -0.745
 47.328	 -0.285	 -0.225
 47.336	 -0.265	 -0.055
 47.344	 -0.345	 -0.055
 47.352	 -0.325	 -0.065
 47.359	 -0.385	 -0.065
 47.367	 -0.325	 -0.065
 47.375	 -0.285	 -0.085
 47.383	 -0.265	 -0.065
 47.391	 -0.275	 -0.085
 47.398	 -0.285	 -0.085
 47.406	 -0.225	 -0.105
 47.414	 -0.205	 -0.115
 47.422	 -0.185	 -0.145
 47.430	 -0.175	 -0.145
 47.438	 -0.175	 -0.155
 47.445	 -0.135	 -0.185
 47.453	 -0.165	 -0.195
 47.461	 -0.105	 -0.215
 47.469	 -0.085	 -0.245
 47.477	 -0.125	 -0.275
 47.484	 -0.095	 -0.275
 47.492	 -0.095	 -0.265
 47.500	 -0.055	 -0.255
 47.508	 -0.155	 -0.255
 47.516	 -0.145	 -0.255
 47.523	 -0.125	 -0.225
 47.531	 -0.085	 -0.175
 47.539	 -0.075	 -0.135
 47.547	 -0.085	 -0.095
 47.555	 -0.085	 -0.075
 47.562	 -0.095	 -0.045
 47.570	 -0.115	 -0.035
 47.578	 -0.135	 -0.015
 47.586	 -0.125	 -0.005
 47.594	 -0.135	 -0.005
 47.602	 -0.125	 -0.025
 47.609	 -0.155	 -0.015
 47.617	 -0.135	  0.015
 47.625	 -0.125	 -0.015
 47.633	 -0.125	 -0.005
 47.641	 -0.145	 -0.045
 47.648	 -0.145	 -0.035
 47.656	 -0.115	 -0.025
 47.664	 -0.115	 -0.005
 47.672	 -0.115	 -0.005
 47.680	 -0.115	 -0.045
 47.688	 -0.135	 -0.035
 47.695	 -0.115	 -0.025
 47.703	 -0.095	 -0.025
 47.711	 -0.135	 -0.045
 47.719	 -0.135	 -0.045
 47.727	 -0.115	 -0.005
 47.734	 -0.115	 -0.025
 47.742	 -0.135	 -0.045
 47.750	 -0.115	 -0.035
 47.758	 -0.075	  0.015
 47.766	 -0.035	  0.035
 47.773	 -0.055	  0.045
 47.781	 -0.015	  0.035
 47.789	  0.045	 -0.035
 47.797	  0.015	 -0.065
 47.805	 -0.045	 -0.065
 47.812	 -0.115	 -0.065
 47.820	 -0.115	 -0.035
 47.828	 -0.115	  0.005
 47.836	 -0.115	 -0.055
 47.844	 -0.155	 -0.065
 47.852	 -0.185	 -0.025
 47.859	 -0.195	 -0.025
 47.867	 -0.185	 -0.055
 47.875	 -0.155	 -0.065
 47.883	 -0.125	 -0.045
 47.891	 -0.205	  0.075
 47.898	 -0.715	  0.195
 47.906	 -0.605	 -0.005
 47.914	  0.515	 -0.475
 47.922	  2.165	 -0.275
 47.930	  2.885	 -0.055
 47.938	  2.705	  0.465
 47.945	  1.535	 -0.445
 47.953	  0.025	 -0.865
 47.961	 -0.285	 -0.305
 47.969	 -0.245	 -0.015
 47.977	 -0.265	 -0.035
 47.984	 -0.325	 -0.055
 47.992	 -0.315	 -0.045
 48.000	 -0.345	 -0.055
 48.008	 -0.305	 -0.065
 48.016	 -0.335	 -0.035
 48.023	 -0.295	 -0.095
 48.031	 -0.245	 -0.075
 48.039	 -0.265	 -0.065
 48.047	 -0.255	 -0.075
 48.055	 -0.235	 -0.115
 48.062	 -0.175	 -0.115
 48.070	 -0.155	 -0.145
 48.078	 -0.155	 -0.125
 48.086	 -0.135	 -0.145
 48.094	 -0.125	 -0.195
 48.102	 -0.135	 -0.195
 48.109	 -0.065	 -0.225
 48.117	 -0.105	 -0.255
 48.125	 -0.135	 -0.265
 48.133	 -0.105	 -0.275
 48.141	 -0.165	 -0.235
 48.148	 -0.185	 -0.255
 48.156	 -0.185	 -0.285
 48.164	 -0.175	 -0.205
 48.172	 -0.145	 -0.145
 48.180	 -0.145	 -0.125
 48.188	 -0.125	 -0.085
 48.195	 -0.165	 -0.055
 48.203	 -0.145	  0.005
 48.211	 -0.165	 -0.025
 48.219	 -0.145	 -0.035
 48.227	 -0.155	  0.005
 48.234	 -0.165	  0.025
 48.242	 -0.155	 -0.015
 48.250	 -0.145	  0.005
 48.258	 -0.155	 -0.035
 48.266	 -0.165	 -0.005
 48.273	 -0.105	  0.015
 48.281	 -0.165	  0.005
 48.289	 -0.175	  0.005
 48.297	 -0.155	 -0.015
 48.305	 -0.145	  0.005
 48.312	 -0.135	 -0.005
 48.320	 -0.145	  0.005
 48.328	 -0.105	 -0.015
 48.336	 -0.145	 -0.015
 48.344	 -0.195	 -0.025
 48.352	 -0.135	 -0.015
 48.359	 -0.145	  0.005
 48.367	 -0.155	 -0.005
 48.375	 -0.155	 -0.015
 48.383	 -0.055	  0.045
 48.391	 -0.055	  0.065
 48.398	 -0.095	  0.055
 48.406	 -0.025	  0.035
 48.414	  0.045	 -0.035
 48.422	 -0.035	 -0.005
 48.430	 -0.075	 -0.045
 48.438	 -0.125	 -0.055
 48.445	 -0.125	 -0.035
 48.453	 -0.135	  0.015
 48.461	 -0.185	 -0.015
 48.469	 -0.165	 -0.035
 48.477	 -0.185	 -0.045
 48.484	 -0.195	 -0.025
 48.492	 -0.225	 -0.035
 48.500	 -0.245	 -0.035
 48.508	 -0.165	 -0.025
 48.516	 -0.165	 -0.005
 48.523	 -0.525	  0.205
 48.531	 -0.795	 -0.005
 48.539	 -0.165	 -0.475
 48.547	  1.525	 -0.495
 48.555	  2.675	 -0.125
 48.562	  2.805	  0.555
 48.570	  2.235	  0.395
 48.578	  0.645	 -0.725
 48.586	 -0.255	 -0.595
 48.594	 -0.245	 -0.165
 48.602	 -0.265	 -0.045
 48.609	 -0.365	 -0.025
 48.617	 -0.355	 -0.055
 48.625	 -0.355	 -0.085
 48.633	 -0.355	 -0.095
 48.641	 -0.335	 -0.065
 48.648	 -0.325	 -0.075
 48.656	 -0.285	 -0.075
 48.664	 -0.305	 -0.115
 48.672	 -0.265	 -0.105
 48.680	 -0.235	 -0.115
 48.688	 -0.245	 -0.135
 48.695	 -0.205	 -0.155
 48.703	 -0.195	 -0.155
 48.711	 -0.165	 -0.155
 48.719	 -0.165	 -0.205
 48.727	 -0.105	 -0.235
 48.734	 -0.105	 -0.245
 48.742	 -0.085	 -0.245
 48.750	 -0.115	 -0.285
 48.758	 -0.115	 -0.315
 48.766	 -0.155	 -0.295
 48.773	 -0.165	 -0.295
 48.781	 -0.145	 -0.275
 48.789	 -0.175	 -0.225
 48.797	 -0.165	 -0.165
 48.805	 -0.145	 -0.145
 48.812	 -0.135	 -0.115
 48.820	 -0.125	 -0.085
 48.828	 -0.145	 -0.045
 48.836	 -0.115	 -0.015
 48.844	 -0.185	 -0.005
 48.852	 -0.155	  0.025
 48.859	 -0.185	  0.005
 48.867	 -0.205	 -0.005
 48.875	 -0.155	 -0.015
 48.883	 -0.175	 -0.005
 48.891	 -0.205	  0.025
 48.898	 -0.135	  0.025
 48.906	 -0.095	  0.015
 48.914	 -0.145	 -0.015
 48.922	 -0.175	 -0.005
 48.930	 -0.165	 -0.005
 48.938	 -0.165	 -0.005
 48.945	 -0.145	  0.015
 48.953	 -0.145	  0.035
 48.961	 -0.165	 -0.025
 48.969	 -0.165	 -0.025
 48.977	 -0.145	 -0.005
 48.984	 -0.155	  0.015
 48.992	 -0.185	  0.005
 49.000	 -0.135	 -0.005
 49.008	 -0.135	 -0.005
 49.016	 -0.105	  0.015
 49.023	 -0.065	  0.025
 49.031	 -0.115	  0.025
 49.039	 -0.065	  0.025
 49.047	  0.025	  0.005
 49.055	  0.015	 -0.055
 49.062	 -0.055	 -0.065
 49.070	 -0.135	  0.005
 49.078	 -0.155	 -0.025
 49.086	 -0.105	 -0.005
 49.094	 -0.145	 -0.025
 49.102	 -0.165	 -0.015
 49.109	 -0.225	  0.005
 49.117	 -0.255	 -0.005
 49.125	 -0.235	 -0.025
 49.133	 -0.155	 -0.025
 49.141	 -0.205	 -0.005
 49.148	 -0.215	 -0.045
 49.156	 -0.265	  0.105
 49.164	 -0.785	  0.075
 49.172	 -0.555	 -0.245
 49.180	  0.805	 -0.665
 49.188	  2.365	 -0.125
 49.195	  2.675	  0.525
 49.203	  2.385	  0.905
 49.211	  1.135	 -0.405
 49.219	 -0.155	 -0.775
 49.227	 -0.345	 -0.315
 49.234	 -0.245	 -0.065
 49.242	 -0.305	 -0.065
 49.250	 -0.355	 -0.085
 49.258	 -0.375	 -0.065
 49.266	 -0.355	 -0.105
 49.273	 -0.375	 -0.105
 49.281	 -0.295	 -0.115
 49.289	 -0.305	 -0.115
 49.297	 -0.265	 -0.115
 49.305	 -0.255	 -0.135
 49.312	 -0.245	 -0.155
 49.320	 -0.255	 -0.175
 49.328	 -0.225	 -0.145
 49.336	 -0.215	 -0.225
 49.344	 -0.175	 -0.235
 49.352	 -0.175	 -0.265
 49.359	 -0.145	 -0.265
 49.367	 -0.145	 -0.295
 49.375	 -0.155	 -0.315
 49.383	 -0.145	 -0.325
 49.391	 -0.125	 -0.325
 49.398	 -0.165	 -0.335
 49.406	 -0.155	 -0.345
 49.414	 -0.155	 -0.315
 49.422	 -0.125	 -0.275
 49.430	 -0.125	 -0.255
 49.438	 -0.115	 -0.215
 49.445	 -0.115	 -0.145
 49.453	 -0.115	 -0.085
 49.461	 -0.105	 -0.045
 49.469	 -0.125	 -0.015
 49.477	 -0.125	  0.005
 49.484	 -0.145	  0.005
 49.492	 -0.165	  0.005
 49.500	 -0.135	 -0.015
 49.508	 -0.185	 -0.015
 49.516	 -0.205	  0.035
 49.523	 -0.155	  0.015
 49.531	 -0.175	  0.015
 49.539	 -0.145	  0.005
 49.547	 -0.125	  0.025
 49.555	 -0.145	  0.005
 49.562	 -0.135	  0.015
 49.570	 -0.185	  0.025
 49.578	 -0.135	  0.005
 49.586	 -0.175	 -0.005
 49.594	 -0.155	 -0.015
 49.602	 -0.165	  0.005
 49.609	 -0.175	  0.005
 49.617	 -0.215	  0.005
 49.625	 -0.125	 -0.005
 49.633	 -0.165	 -0.015
 49.641	 -0.225	  0.005
 49.648	 -0.065	  0.045
 49.656	 -0.055	  0.065
 49.664	 -0.085	  0.045
 49.672	 -0.015	  0.035
 49.680	  0.025	 -0.035
 49.688	 -0.065	 -0.055
 49.695	 -0.135	 -0.035
 49.703	 -0.145	 -0.025
 49.711	 -0.155	 -0.015
 49.719	 -0.145	 -0.015
 49.727	 -0.195	 -0.025
 49.734	 -0.195	 -0.015
 49.742	 -0.225	 -0.045
 49.750	 -0.275	 -0.035
 49.758	 -0.225	 -0.035
 49.766	 -0.195	 -0.015
 49.773	 -0.165	 -0.005
 49.781	 -0.445	  0.175
 49.789	 -0.875	  0.075
 49.797	 -0.335	 -0.225
 49.805	  1.275	 -0.415
 49.812	  2.665	 -0.105
 49.820	  2.845	  0.315
 49.828	  2.595	  0.585
 49.836	  0.925	 -0.515
 49.844	 -0.345	 -0.695
 49.852	 -0.345	 -0.235
 49.859	 -0.265	 -0.065
 49.867	 -0.325	 -0.035
 49.875	 -0.365	 -0.045
 49.883	 -0.385	 -0.065
 49.891	 -0.395	 -0.065
 49.898	 -0.335	 -0.065
 49.906	 -0.335	 -0.065
 49.914	 -0.335	 -0.085
 49.922	 -0.305	 -0.095
 49.930	 -0.275	 -0.065
 49.938	 -0.275	 -0.105
 49.945	 -0.295	 -0.115
 49.953	 -0.235	 -0.105
 49.961	 -0.215	 -0.135
 49.969	 -0.195	 -0.145
 49.977	 -0.175	 -0.155
 49.984	 -0.125	 -0.175
 49.992	 -0.115	 -0.205
 50.000	 -0.145	 -0.215
 50.008	 -0.125	 -0.225
 50.016	 -0.135	 -0.215
 50.023	 -0.165	 -0.225
 50.031	 -0.175	 -0.235
 50.039	 -0.205	 -0.215
 50.047	 -0.175	 -0.175
 50.055	 -0.175	 -0.155
 50.062	 -0.125	 -0.115
 50.070	 -0.115	 -0.075
 50.078	 -0.145	 -0.055
 50.086	 -0.165	 -0.035
 50.094	 -0.145	 -0.025
 50.102	 -0.135	  0.005
 50.109	 -0.185	  0.015
 50.117	 -0.225	  0.005
 50.125	 -0.165	 -0.005
 50.133	 -0.155	  0.005
 50.141	 -0.175	  0.015
 50.148	 -0.175	  0.035
 50.156	 -0.175	 -0.005
 50.164	 -0.185	 -0.005
 50.172	 -0.175	  0.015
 50.180	 -0.135	 -0.005
 50.188	 -0.225	 -0.015
 50.195	 -0.185	  0.015
 50.203	 -0.165	  0.025
 50.211	 -0.175	  0.015
 50.219	 -0.185	  0.005
 50.227	 -0.125	  0.005
 50.234	 -0.125	  0.015
 50.242	 -0.215	 -0.005
 50.250	 -0.195	  0.005
 50.258	 -0.165	  0.005
 50.266	 -0.105	  0.045
 50.273	 -0.075	  0.065
 50.281	 -0.075	  0.055
 50.289	 -0.095	  0.065
 50.297	  0.005	  0.025
 50.305	 -0.045	 -0.025
 50.312	 -0.075	 -0.055
 50.320	 -0.125	 -0.005
 50.328	 -0.155	 -0.005
 50.336	 -0.195	 -0.005
 50.344	 -0.195	 -0.015
 50.352	 -0.185	 -0.025
 50.359	 -0.215	 -0.005
 50.367	 -0.235	 -0.025
 50.375	 -0.265	 -0.025
 50.383	 -0.175	 -0.025
 50.391	 -0.175	 -0.015
 50.398	 -0.195	  0.015
 50.406	 -0.585	  0.235
 50.414	 -0.865	  0.085
 50.422	  0.005	 -0.325
 50.430	  1.735	 -0.235
 50.438	  2.755	 -0.095
 50.445	  2.745	  0.505
 50.453	  2.125	 -0.085
 50.461	  0.405	 -0.855
 50.469	 -0.275	 -0.405
 50.477	 -0.225	 -0.045
 50.484	 -0.245	  0.005
 50.492	 -0.345	 -0.005
 50.500	 -0.365	 -0.035
 50.508	 -0.355	 -0.025
 50.516	 -0.365	 -0.025
 50.523	 -0.345	 -0.025
 50.531	 -0.325	 -0.035
 50.539	 -0.285	 -0.025
 50.547	 -0.265	 -0.055
 50.555	 -0.235	 -0.045
 50.562	 -0.235	 -0.055
 50.570	 -0.235	 -0.065
 50.578	 -0.195	 -0.065
 50.586	 -0.165	 -0.075
 50.594	 -0.165	 -0.105
 50.602	 -0.125	 -0.125
 50.609	 -0.105	 -0.115
 50.617	 -0.115	 -0.145
 50.625	 -0.135	 -0.195
 50.633	 -0.115	 -0.205
 50.641	 -0.135	 -0.185
 50.648	 -0.145	 -0.205
 50.656	 -0.155	 -0.185
 50.664	 -0.185	 -0.165
 50.672	 -0.215	 -0.135
 50.680	 -0.155	 -0.105
 50.688	 -0.145	 -0.095
 50.695	 -0.125	 -0.055
 50.703	 -0.135	 -0.015
 50.711	 -0.195	  0.005
 50.719	 -0.145	  0.005
 50.727	 -0.175	  0.025
 50.734	 -0.145	  0.055
 50.742	 -0.155	  0.035
 50.750	 -0.145	  0.025
 50.758	 -0.185	  0.025
 50.766	 -0.135	  0.045
 50.773	 -0.195	  0.035
 50.781	 -0.135	  0.035
 50.789	 -0.135	  0.005
 50.797	 -0.175	  0.015
 50.805	 -0.155	  0.015
 50.812	 -0.155	  0.005
 50.820	 -0.135	  0.015
 50.828	 -0.155	  0.025
 50.836	 -0.195	  0.015
 50.844	 -0.135	  0.005
 50.852	 -0.145	  0.025
 50.859	 -0.145	 -0.005
 50.867	 -0.165	  0.005
 50.875	 -0.115	  0.025
 50.883	 -0.095	  0.065
 50.891	 -0.065	  0.075
 50.898	 -0.085	  0.075
 50.906	  0.025	 -0.015
 50.914	 -0.015	 -0.035
 50.922	 -0.075	 -0.015
 50.930	 -0.175	 -0.025
 50.938	 -0.105	 -0.015
 50.945	 -0.135	 -0.005
 50.953	 -0.165	  0.015
 50.961	 -0.175	 -0.005
 50.969	 -0.225	 -0.025
 50.977	 -0.245	 -0.025
 50.984	 -0.225	  0.015
 50.992	 -0.235	 -0.015
 51.000	 -0.195	 -0.025
 51.008	 -0.205	 -0.005
 51.016	 -0.425	  0.215
 51.023	 -0.875	  0.095
 51.031	 -0.525	 -0.265
 51.039	  0.835	 -0.545
 51.047	  2.465	 -0.215
 51.055	  2.945	  0.375
 51.062	  2.645	  0.635
 51.070	  1.305	 -0.575
 51.078	 -0.135	 -0.665
 51.086	 -0.305	 -0.165
 51.094	 -0.295	 -0.035
 51.102	 -0.355	 -0.025
 51.109	 -0.375	 -0.015
 51.117	 -0.325	 -0.055
 51.125	 -0.355	 -0.055
 51.133	 -0.345	 -0.055
 51.141	 -0.315	 -0.055
 51.148	 -0.315	 -0.075
 51.156	 -0.315	 -0.075
 51.164	 -0.305	 -0.085
 51.172	 -0.245	 -0.065
 51.180	 -0.255	 -0.095
 51.188	 -0.245	 -0.115
 51.195	 -0.185	 -0.125
 51.203	 -0.145	 -0.105
 51.211	 -0.145	 -0.155
 51.219	 -0.135	 -0.195
 51.227	 -0.145	 -0.195
 51.234	 -0.105	 -0.205
 51.242	 -0.105	 -0.255
 51.250	 -0.075	 -0.275
 51.258	 -0.135	 -0.265
 51.266	 -0.135	 -0.265
 51.273	 -0.185	 -0.255
 51.281	 -0.205	 -0.255
 51.289	 -0.185	 -0.205
 51.297	 -0.165	 -0.145
 51.305	 -0.115	 -0.115
 51.312	 -0.115	 -0.085
 51.320	 -0.135	 -0.035
 51.328	 -0.115	 -0.005
 51.336	 -0.145	 -0.015
 51.344	 -0.175	 -0.015
 51.352	 -0.155	  0.005
 51.359	 -0.165	 -0.005
 51.367	 -0.145	  0.015
 51.375	 -0.175	  0.015
 51.383	 -0.175	  0.005
 51.391	 -0.155	 -0.015
 51.398	 -0.145	 -0.015
 51.406	 -0.145	 -0.025
 51.414	 -0.155	 -0.005
 51.422	 -0.125	  0.005
 51.430	 -0.155	 -0.005
 51.438	 -0.165	 -0.015
 51.445	 -0.155	 -0.015
 51.453	 -0.155	 -0.005
 51.461	 -0.135	  0.005
 51.469	 -0.155	 -0.015
 51.477	 -0.185	 -0.025
 51.484	 -0.125	  0.005
 51.492	 -0.105	 -0.005
 51.500	 -0.095	  0.035
 51.508	 -0.085	  0.035
 51.516	 -0.095	  0.065
 51.523	 -0.035	  0.015
 51.531	  0.035	 -0.055
 51.539	 -0.005	 -0.045
 51.547	 -0.045	 -0.025
 51.555	 -0.095	 -0.035
 51.562	 -0.145	 -0.015
 51.570	 -0.135	 -0.025
 51.578	 -0.135	 -0.015
 51.586	 -0.175	 -0.035
 51.594	 -0.185	 -0.035
 51.602	 -0.225	 -0.005
 51.609	 -0.175	 -0.015
 51.617	 -0.215	 -0.035
 51.625	 -0.175	 -0.025
 51.633	 -0.155	  0.045
 51.641	 -0.705	  0.185
 51.648	 -0.785	 -0.115
 51.656	  0.315	 -0.675
 51.664	  2.165	 -0.205
 51.672	  2.895	  0.455
 51.680	  2.595	  0.855
 51.688	  1.225	 -0.535
 51.695	 -0.145	 -0.765
 51.703	 -0.315	 -0.255
 51.711	 -0.305	 -0.045
 51.719	 -0.305	 -0.065
 51.727	 -0.305	 -0.075
 51.734	 -0.315	 -0.075
 51.742	 -0.315	 -0.085
 51.750	 -0.295	 -0.095
 51.758	 -0.285	 -0.105
 51.766	 -0.265	 -0.105
 51.773	 -0.265	 -0.125
 51.781	 -0.245	 -0.145
 51.789	 -0.225	 -0.135
 51.797	 -0.215	 -0.135
 51.805	 -0.195	 -0.175
 51.812	 -0.225	 -0.195
 51.820	 -0.145	 -0.195
 51.828	 -0.135	 -0.205
 51.836	 -0.135	 -0.275
 51.844	 -0.125	 -0.305
 51.852	 -0.065	 -0.315
 51.859	 -0.085	 -0.335
 51.867	 -0.105	 -0.355
 51.875	 -0.185	 -0.365
 51.883	 -0.145	 -0.365
 51.891	 -0.125	 -0.325
 51.898	 -0.135	 -0.315
 51.906	 -0.125	 -0.275
 51.914	 -0.115	 -0.205
 51.922	 -0.075	 -0.155
 51.930	 -0.065	 -0.115
 51.938	 -0.085	 -0.085
 51.945	 -0.105	 -0.045
 51.953	 -0.155	 -0.025
 51.961	 -0.105	 -0.005
 51.969	 -0.135	 -0.035
 51.977	 -0.165	 -0.035
 51.984	 -0.135	 -0.015
 51.992	 -0.115	 -0.015
 52.000	 -0.135	 -0.025
 52.008	 -0.135	 -0.025
